title,link,karma,date,keep
Renormalization Redux: QFT Techniques for AI Interpretability,https://www.alignmentforum.org/posts/sjr66DBEgyogAbfdf/renormalization-redux-qft-techniques-for-ai-interpretability,18,2025-01-18T03:54:28.652Z,
How to mitigate sandbagging,https://www.alignmentforum.org/posts/Qv5PkrJYAaiBuEJjB/how-to-mitigate-sandbagging-1,12,2025-03-23T17:19:07.452Z,
Why modelling multi-objective homeostasis is essential for AI alignment (and how it helps with AI safety as well). Subtleties and Open Challenges.,https://www.alignmentforum.org/posts/vGeuBKQ7nzPnn5f7A/why-modelling-multi-objective-homeostasis-is-essential-for,12,2025-01-12T03:37:59.692Z,
Why care about AI personhood?,https://www.alignmentforum.org/posts/Gh4fyTxGCpWS4jT82/why-care-about-ai-personhood,20,2025-01-26T11:24:45.596Z,
EIS XV: A New Proof of Concept for Useful Interpretability,https://www.alignmentforum.org/posts/HYkg6kwqhCQT5uYuK/eis-xv-a-new-proof-of-concept-for-useful-interpretability,20,2025-03-17T20:05:30.580Z,
Forecasting AI Forecasting,https://www.alignmentforum.org/posts/LczkzW4uPaQS3joj8/forecasting-ai-forecasting,2,2025-06-23T13:39:41.097Z,
Potentially Useful Projects in Wise AI,https://www.alignmentforum.org/posts/24RvfBgyt72XzfEYS/potentially-useful-projects-in-wise-ai,4,2025-06-05T08:13:42.839Z,
The Internal Model Principle: A Straightforward Explanation,https://www.alignmentforum.org/posts/fsQzYmuFN65vHcEcH/the-internal-model-principle-a-straightforward-explanation,6,2025-04-12T10:58:51.479Z,
Estimating the Probability of Sampling a Trained Neural Network at Random,https://www.alignmentforum.org/posts/ubhqr7n57S4nwgc56/estimating-the-probability-of-sampling-a-trained-neural,17,2025-03-01T02:11:56.313Z,
"Extended analogy between humans, corporations, and AIs.",https://www.alignmentforum.org/posts/bsTzgG3cRrsgbGtCc/extended-analogy-between-humans-corporations-and-ais,17,2025-02-13T00:03:13.956Z,
AXRP Episode 40 - Jason Gross on Compact Proofs and Interpretability,https://www.alignmentforum.org/posts/TFToqpaKMhcjAEY5E/axrp-episode-40-jason-gross-on-compact-proofs-and,13,2025-03-28T18:40:01.856Z,
"Illusory Safety: Redteaming DeepSeek R1 and the Strongest Fine-Tunable Models of OpenAI, Anthropic, and Google",https://www.alignmentforum.org/posts/zjqrSKZuRLnjAniyo/illusory-safety-redteaming-deepseek-r1-and-the-strongest,16,2025-02-07T03:57:30.904Z,
Takeaways From Our Recent Work on SAE Probing,https://www.alignmentforum.org/posts/osNKnwiJWHxDYvQTD/takeaways-from-our-recent-work-on-sae-probing,12,2025-03-03T19:50:16.692Z,
Is alignment reducible to becoming more coherent?,https://www.alignmentforum.org/posts/nuDJNyG5XLQjtvaeg/is-alignment-reducible-to-becoming-more-coherent,9,2025-04-22T23:47:34.531Z,
Existing UDTs test the limits of Bayesianism (and consistency),https://www.alignmentforum.org/posts/w2QmWzZBTBJ76xuwH/existing-udts-test-the-limits-of-bayesianism-and-consistency,7,2025-03-12T04:09:11.615Z,
Abstract Mathematical Concepts vs. Abstractions Over Real-World Systems,https://www.alignmentforum.org/posts/T6xSXiXF3WF6TmCyN/abstract-mathematical-concepts-vs-abstractions-over-real,19,2025-02-18T18:04:46.717Z,
Deep sparse autoencoders yield interpretable features too,https://www.alignmentforum.org/posts/tLCBJn3NcSNzi5xng/deep-sparse-autoencoders-yield-interpretable-features-too,13,2025-02-23T05:46:59.189Z,
SimpleStories: A Better Synthetic Dataset and Tiny Models for Interpretability,https://www.alignmentforum.org/posts/mjzj3pfXrjspAPkbM/simplestories-a-better-synthetic-dataset-and-tiny-models-for,3,2025-05-03T14:04:08.871Z,
Eliciting bad contexts,https://www.alignmentforum.org/posts/inkzPmpTFBdXoKLqC/eliciting-bad-contexts,21,2025-01-24T10:39:39.358Z,
Notes on handling non-concentrated failures with AI control: high level methods and different regimes,https://www.alignmentforum.org/posts/D5H5vcnhBz8G4dh6v/notes-on-handling-non-concentrated-failures-with-ai-control,16,2025-03-24T01:00:38.222Z,
Building Big Science from the Bottom-Up: A Fractal Approach to AI Safety,https://www.alignmentforum.org/posts/5JJ4AxQRzJGWdj4pN/building-big-science-from-the-bottom-up-a-fractal-approach,16,2025-01-07T03:08:51.447Z,
"Why Aligning an LLM is Hard, and How to Make it Easier",https://www.alignmentforum.org/posts/XdpJsY6QGdCbvo2dS/why-aligning-an-llm-is-hard-and-how-to-make-it-easier,11,2025-01-23T06:44:04.048Z,
AI Safety & Entrepreneurship v1.0,https://www.alignmentforum.org/posts/WbBe7LKNwv7fBgqii/ai-safety-and-entrepreneurship-v1-0,7,2025-04-26T14:37:11.037Z,
What if Agent-4 breaks out?,https://www.alignmentforum.org/posts/3GawHDBhsgg3CGbNb/what-if-agent-4-breaks-out,3,2025-05-15T09:15:17.340Z,
The Theoretical Reward Learning Research Agenda: Introduction and Motivation,https://www.alignmentforum.org/posts/pJ3mDD7LfEwp3s5vG/the-theoretical-reward-learning-research-agenda-introduction,15,2025-02-28T19:20:30.168Z,
"S-Expressions as a Design Language: A Tool for Deconfusion in Alignment
",https://www.alignmentforum.org/posts/aeBAkCPqWHscrAZKA/s-expressions-as-a-design-language-a-tool-for-deconfusion-in,5,2025-06-19T19:03:13.418Z,
"Grammars, subgrammars, and combinatorics of generalization in transformers",https://www.alignmentforum.org/posts/sjoW35fgBJ82ADuND/grammars-subgrammars-and-combinatorics-of-generalization-in,18,2025-01-02T09:37:23.191Z,
Investigating Accidental Misalignment: Causal Effects of Fine-Tuning Data on Model Vulnerability,https://www.alignmentforum.org/posts/zmSafQK7JjmfydAtT/investigating-accidental-misalignment-causal-effects-of-fine,1,2025-06-11T19:30:17.553Z,
"Alignment first, intelligence later",https://www.alignmentforum.org/posts/sDuWXb8cPXZ2yHdH4/alignment-first-intelligence-later,0,2025-03-30T22:26:55.302Z,
"Sleep peacefully: no hidden reasoning detected in LLMs. Well, at least in small ones. ",https://www.alignmentforum.org/posts/6GgHMBsAjD74KZAsB/sleep-peacefully-no-hidden-reasoning-detected-in-llms-well,9,2025-04-04T20:49:59.031Z,
"Don't you mean ""the most *conditionally* forbidden technique?""",https://www.alignmentforum.org/posts/jokdGg3wciyoeZTN2/don-t-you-mean-the-most-conditionally-forbidden-technique-1,6,2025-04-26T03:45:38.026Z,
Takeaways from sketching a control safety case,https://www.alignmentforum.org/posts/y6rBarAPTLmuhn9PJ/takeaways-from-sketching-a-control-safety-case,21,2025-01-31T04:43:45.917Z,
Will AI R&D Automation Cause a Software Intelligence Explosion?,https://www.alignmentforum.org/posts/tMHPQ5SDzm8gugoBN/will-ai-r-and-d-automation-cause-a-software-intelligence-1,10,2025-03-26T18:12:02.524Z,
[Replication] Crosscoder-based Stage-Wise Model Diffing,https://www.alignmentforum.org/posts/hxxramAB82tjtpiQu/replication-crosscoder-based-stage-wise-model-diffing-2,7,2025-03-22T18:35:19.003Z,
Early Experiments in Human Auditing for AI Control,https://www.alignmentforum.org/posts/2CJyfgaJQk8pyRSCp/auditing-1,16,2025-01-23T01:34:31.682Z,
Extending control evaluations to non-scheming threats,https://www.alignmentforum.org/posts/ArK2YhmpTy8XftubN/extending-control-evaluations-to-non-scheming-threats,15,2025-01-12T01:42:54.614Z,
When should we worry about AI power-seeking?,https://www.alignmentforum.org/posts/QyaJQ82FSsKXrvj7t/when-should-we-worry-about-ai-power-seeking,13,2025-02-19T19:44:25.062Z,
Outer Alignment is the Necessary Compliment to AI 2027's Best Case Scenario,https://www.alignmentforum.org/posts/rpKPgzjr3tPkDZChg/outer-alignment-is-the-necessary-compliment-to-ai-2027-s,2,2025-06-09T15:43:40.505Z,
When does capability elicitation bound risk?,https://www.alignmentforum.org/posts/u3taQsgxqCzrgErMM/when-does-capability-elicitation-bound-risk,18,2025-01-22T03:42:36.289Z,
Literature Review of Text AutoEncoders,https://www.alignmentforum.org/posts/PjEtMQ65sux4mgrCT/literature-review-of-text-autoencoders-1,4,2025-02-19T21:54:14.905Z,
Misspecification in Inverse Reinforcement Learning,https://www.alignmentforum.org/posts/orCtTgQkWwwD3XN87/misspecification-in-inverse-reinforcement-learning,10,2025-02-28T19:24:49.204Z,
Open Challenges in Representation Engineering,https://www.alignmentforum.org/posts/4nfDXmacAFgdhPwo3/open-challenges-in-representation-engineering-2,8,2025-04-03T19:21:45.971Z,y
Rebuttals for ~all criticisms of AIXI,https://www.alignmentforum.org/posts/TXmXrnFqLqKDx882e/rebuttals-for-all-criticisms-of-aixi,13,2025-01-07T17:41:10.557Z,
Can LLM-based models do model-based planning?,https://www.alignmentforum.org/posts/d2pohPvyve5sbTsTZ/can-llm-based-models-do-model-based-planning-1,5,2025-04-16T12:38:00.793Z,
Revising Stages-Oversight Reveals Greater Situational Awareness in LLMs,https://www.alignmentforum.org/posts/5naJwQnbb5bwPCCFz/revising-stages-oversight,4,2025-03-12T17:56:31.910Z,
Measuring Beliefs of Language Models During Chain-of-Thought Reasoning,https://www.alignmentforum.org/posts/a86uAnPykqNtmEbDH/measuring-beliefs-of-language-models-during-chain-of-thought-1,5,2025-04-18T22:56:28.727Z,
Is weak-to-strong generalization an alignment technique?Q,https://www.alignmentforum.org/posts/NPBjELgHFEeHTgDrK/is-weak-to-strong-generalization-an-alignment-technique,14,2025-01-31T07:13:03.332Z,
AI threatens to orchestrate sustainable social reform,https://www.alignmentforum.org/posts/MSt4ZmFE7nD9CetMT/ai-threatens-to-orchestrate-sustainable-social-reform,7,2025-04-02T03:04:43.182Z,
Is AI Physical?,https://www.alignmentforum.org/posts/yiqcFdAq8nqfMPGmS/is-ai-physical,9,2025-01-14T21:21:39.999Z,
Are we trying to figure out if AI is conscious?,https://www.alignmentforum.org/posts/TqBTdiWzAhA7qa5ke/are-we-trying-to-figure-out-if-ai-is-conscious-1,6,2025-01-27T01:05:07.001Z,
An idea for avoiding neuralese architectures,https://www.alignmentforum.org/posts/3W8HZe8mcyoo4qGkB/an-idea-for-avoiding-neuralese-architectures-1,2,2025-04-03T22:23:21.653Z,
How to Contribute to Theoretical Reward Learning Research,https://www.alignmentforum.org/posts/ByG7g3eSYhzduqg6s/how-to-contribute-to-theoretical-reward-learning-research,10,2025-02-28T19:27:52.552Z,
Other Papers About the Theory of Reward Learning,https://www.alignmentforum.org/posts/chbFoBYzkap2y46QD/other-papers-about-the-theory-of-reward-learning,10,2025-02-28T19:26:11.490Z,
Partial Identifiability in Reward Learning,https://www.alignmentforum.org/posts/nk4ifEfJYG7J38qwv/partial-identifiability-in-reward-learning,9,2025-02-28T19:23:30.738Z,
Measuring Schelling Coordination - Reflections on Subversion Strategy Eval,https://www.alignmentforum.org/posts/vsAxLSShMgy5Qjub5/measuring-schelling-coordination-reflections-on-subversion,4,2025-05-12T19:06:00.449Z,
Defining and Characterising Reward Hacking,https://www.alignmentforum.org/posts/vnNdpaXehmefXSe2H/defining-and-characterising-reward-hacking,9,2025-02-28T19:25:42.777Z,
When is it Better to Train on the Alignment Proxy?,https://www.alignmentforum.org/posts/zLvt2xHopdbArfvbM/when-is-it-better-to-train-on-the-alignment-proxy,9,2025-03-11T13:35:51.152Z,
Powerful Predictions,https://www.alignmentforum.org/posts/LT73KyjG9aFxuvvoT/powerful-predictions,2,2025-06-05T10:44:33.457Z,
What makes a theory of intelligence useful?,https://www.alignmentforum.org/posts/3donrE5vFHeMJFLY9/what-makes-a-theory-of-intelligence-useful,4,2025-02-20T19:22:29.725Z,
Won't vs. Can't: Sandbagging-like Behavior from Claude Models,https://www.alignmentforum.org/posts/oJHgwBCJ2tnrCpZun/won-t-vs-can-t-sandbagging-like-behavior-from-claude-models-2,6,2025-02-19T20:47:06.792Z,
Will the Need to Retrain AI Models from Scratch Block a Software Intelligence Explosion?,https://www.alignmentforum.org/posts/5CgxLpD2Fi9FkDFD4/will-the-need-to-retrain-ai-models-from-scratch-block-a-1,6,2025-03-28T14:12:02.163Z,
TAMing The Alignment Problem,https://www.alignmentforum.org/posts/MoW6wNKdaB4DbqzGr/taming-the-alignment-problem,2,2025-04-07T08:47:22.080Z,
Half-baked idea: a straightforward method for learning environmental goals?,https://www.alignmentforum.org/posts/hzXFthtujYhDXMgFd/tbd-3,4,2025-02-04T06:56:31.813Z,
"Linkpost to a Summary of ""Imagining and building wise machines: The centrality of AI metacognition"" by Johnson, Karimi, Bengio, et al.",https://www.alignmentforum.org/posts/axKyBatdWtce48Zda/linkpost-to-a-summary-of-imagining-and-building-wise,4,2025-04-10T11:54:37.484Z,
Defense Against the Dark Prompts: Mitigating Best-of-N Jailbreaking with Prompt Evaluation,https://www.alignmentforum.org/posts/5MyB8k8hSJRfa3udi/defense-against-the-dark-prompts-mitigating-best-of-n,11,2025-01-31T15:36:01.050Z,
Commitment Races are a technical problem ASI can easily solve,https://www.alignmentforum.org/posts/ReFEceKCnCsqHLkTY/commitment-races-are-a-technical-problem-asi-can-easily-1,3,2025-04-12T22:22:47.790Z,
Measuring Nonlinear Feature Interactions in Sparse Crosscoders [Project Proposal],https://www.alignmentforum.org/posts/RjrGAqJbk849Q7PHP/measuring-nonlinear-feature-interactions-in-sparse,8,2025-01-06T04:22:12.633Z,
Proof Section to an Introduction to Reinforcement Learning for Understanding Infra-Bayesianism,https://www.alignmentforum.org/posts/KRPWJiCfcmdB5smdb/proof-section-to-an-introduction-to-reinforcement-learning,2,2025-05-17T02:36:22.105Z,
[Research sprint] Single-model crosscoder feature ablation and steering,https://www.alignmentforum.org/posts/TEx9J7r5YsRfMuhpX/research-sprint-single-model-crosscoder-feature-ablation-and,3,2025-04-06T14:42:30.357Z,
Mind the Coherence Gap: Lessons from Steering Llama with Goodfire,https://www.alignmentforum.org/posts/6dpKhtniqR3rnstnL/mind-the-coherence-gap-lessons-from-steering-llama-with-1,2,2025-05-09T21:29:35.232Z,
Tied Crosscoders: Explaining Chat Behavior from Base Model,https://www.alignmentforum.org/posts/3T8eKyaPvDDm2wzor/research-question,4,2025-03-22T18:07:21.751Z,
Levels of analysis for thinking about agency,https://www.alignmentforum.org/posts/9w62Pjz5enFkzHW59/levels-of-analysis-for-thinking-about-agency,4,2025-02-26T04:24:24.583Z,
Forecasting AGI: Insights from Prediction Markets and Metaculus,https://www.alignmentforum.org/posts/dRbvHfEwb6Cuf6xn3/forecasting-agi-insights-from-prediction-markets-and-1,4,2025-02-04T13:03:45.927Z,
STARC: A General Framework For Quantifying Differences Between Reward Functions,https://www.alignmentforum.org/posts/EH5YPCAoy6urmz5sF/starc-a-general-framework-for-quantifying-differences,6,2025-02-28T19:24:52.965Z,
Musings on Scenario Forecasting and AI,https://www.alignmentforum.org/posts/ZK3SCtu2gz9vq9ffn/musings-on-scenario-forecasting-and-ai,2,2025-03-06T12:28:19.662Z,
Transformer Dynamics: a neuro-inspired approach to MechInterp,https://www.alignmentforum.org/posts/vucxxwdJARR3cqaPc/transformer-dynamics-a-neuro-inspired-approach-to-mechinterp,4,2025-02-22T21:33:23.855Z,
The Elicitation Game: Evaluating capability elicitation techniques,https://www.alignmentforum.org/posts/6QA5eHBEqpAicCwbh/the-elicitation-game-evaluating-capability-elicitation,4,2025-02-27T20:33:24.861Z,
Using Prompt Evaluation to Combat Bio-Weapon Research,https://www.alignmentforum.org/posts/sfucF8Mhcn7zmWQ8Y/using-prompt-evaluation-to-combat-bio-weapon-research,7,2025-02-19T12:39:00.491Z,
Misspecification in Inverse Reinforcement Learning - Part II,https://www.alignmentforum.org/posts/iKiREYhxLSjCkDGPa/misspecification-in-inverse-reinforcement-learning-part-ii,4,2025-02-28T19:24:59.570Z,
Amplifying the Computational No-Coincidence Conjecture,https://www.alignmentforum.org/posts/PxhCvDSfSqJYNXtaw/amplifying-the-computational-no-coincidence-conjecture,4,2025-03-07T21:29:54.933Z,
Emergent Misalignment and Emergent Alignment,https://www.alignmentforum.org/posts/aFtCG6JcG3ciaev9G/emergent-misalignment-and-emergent-alignment,2,2025-04-03T08:04:38.150Z,
"Training Data Attribution:
Examining Its Adoption & Use Cases",https://www.alignmentforum.org/posts/aHgvu6mz8gqQQqJwP/training-data-attribution-examining-its-adoption-and-use,1,2025-01-22T15:41:19.744Z,
Are SAE features from the Base Model still meaningful to LLaVA?,https://www.alignmentforum.org/posts/8JTi7N3nQmjoRRuMD/are-sae-features-from-the-base-model-still-meaningful-to-1,2,2025-02-18T22:16:14.449Z,
AXRP Episode 38.6 - Joel Lehman on Positive Visions of AI,https://www.alignmentforum.org/posts/5XC66LN3gS3w6mYnR/axrp-episode-38-6-joel-lehman-on-positive-visions-of-ai,7,2025-01-24T23:00:07.562Z,
How Language Models Understand Nullability,https://www.alignmentforum.org/posts/QqE7Gmcqjm5CX6zxE/how-language-models-understand-nullability,2,2025-03-11T15:57:28.686Z,
AXRP Episode 38.5 - Adrià Garriga-Alonso on Detecting AI Scheming,https://www.alignmentforum.org/posts/MpLmcLBiEbpzv2awg/axrp-episode-38-5-adria-garriga-alonso-on-detecting-ai,7,2025-01-20T00:40:07.077Z,
Sleeping Beauty: an Accuracy-based Approach,https://www.alignmentforum.org/posts/ECLEsydXxvtK3XxMs/sleeping-beauty-an-accuracy-based-approach,1,2025-02-10T15:40:29.619Z,
Cross-Layer Feature Alignment and Steering in Large Language Model,https://www.alignmentforum.org/posts/feknAa3hQgLG2ZAna/cross-layer-feature-alignment-and-steering-in-large-language-2,0,2025-02-08T20:18:20.331Z,y
SAE Training Dataset Influence in Feature Matching and a Hypothesis on Position Features,https://www.alignmentforum.org/posts/ATsvzF77ZsfWzyTak/dataset-sensitivity-in-feature-matching-and-a-hypothesis-on-1,0,2025-02-26T17:05:18.265Z,y
Forecasting AI Futures Resource Hub,https://www.alignmentforum.org/posts/jAPDX72dugrYrvFsd/forecasting-ai-futures-resource-hub,1,2025-03-19T17:26:28.059Z,
"Expanding HarmBench: Investigating Gaps & Extending Adversarial LLM Testing

",https://www.alignmentforum.org/posts/rh2Hzi7NLFdyxYogb/expanding-harmbench-investigating-gaps-and-extending,0,2025-03-03T19:23:20.687Z,y
Simplex Progress Report - July 2025,https://www.alignmentforum.org/posts/fhkurwqhjZopx8DKK/simplex-progress-report-july-2025,48,2025-07-28T21:58:56.847Z,y
Fifty Years Requests for Startups,https://www.alignmentforum.org/posts/7rYphMipLtiEXArPf/fifty-years-requests-for-startups,8,2025-09-15T18:37:56.488Z,
The Alignment Project by UK AISI,https://www.alignmentforum.org/posts/wKTwdgZDo479EhmJL/the-alignment-project-by-uk-aisi-1,13,2025-08-01T09:52:37.314Z,y
Open Philanthropy Technical AI Safety RFP - $40M Available Across 21 Research Areas,https://www.alignmentforum.org/posts/wbJxRNxuezvsGFEWv/open-philanthropy-technical-ai-safety-rfp-usd40m-available,54,2025-02-06T18:58:53.076Z,y
Announcing ILIAD2: ODYSSEY,https://www.alignmentforum.org/posts/WP7TbzzM39agMS77e/announcing-iliad2-odyssey-1,35,2025-04-03T17:01:06.004Z,y
AGI Safety & Alignment @ Google DeepMind is hiring,https://www.alignmentforum.org/posts/wqz5CRzqWkvzoatBG/agi-safety-and-alignment-google-deepmind-is-hiring,52,2025-02-17T21:11:18.970Z,y
Timaeus in 2024,https://www.alignmentforum.org/posts/gGAXSfQaiGBCwBJH5/timaeus-in-2024,38,2025-02-20T23:54:56.939Z,y
OpenAI now has an RL API which is broadly accessible,https://www.alignmentforum.org/posts/HevgiEWLMfzAAC6CD/openai-now-has-an-rl-api-which-is-broadly-accessible,21,2025-06-11T23:39:30.340Z,
Neel Nanda MATS Applications Open (Due Aug 29),https://www.alignmentforum.org/posts/cToqfmDuTX6CvkdKk/neel-nanda-mats-applications-open-due-aug-29,13,2025-07-30T00:55:20.101Z,
Alignment faking CTFs: Apply to my MATS stream,https://www.alignmentforum.org/posts/jWFvsJnJieXnWBb9r/alignment-faking-ctfs-apply-to-my-mats-stream,38,2025-04-04T16:29:02.070Z,y
Agent Foundations 2025 at CMU,https://www.alignmentforum.org/posts/cuf4oMFHEQNKMXRvr/agent-foundations-2025-at-cmu,42,2025-01-19T23:48:22.569Z,y
"Softmax, Emmett Shear's new AI startup focused on ""Organic Alignment""",https://www.alignmentforum.org/posts/QGQiCuE33iHFv9jkv/softmax-emmett-shear-s-new-ai-startup-focused-on-organic,24,2025-03-28T21:23:46.220Z,
Introducing BenchBench: An Industry Standard Benchmark for AI Strength,https://www.alignmentforum.org/posts/vyvsKNFS64WGZbBMb/introducing-benchbench-an-industry-standard-benchmark-for-ai-1,21,2025-04-02T02:11:41.555Z,y
Apply now to Human-Aligned AI Summer School 2025,https://www.alignmentforum.org/posts/JdrmKSzsWmRbgMumf/apply-now-to-human-aligned-ai-summer-school-2025,17,2025-06-06T19:31:40.085Z,
Timaeus is hiring researchers & engineers,https://www.alignmentforum.org/posts/g8e4pz7aHGCpahFR4/timaeus-is-hiring-researchers-and-engineers,27,2025-01-17T19:13:14.739Z,y
Announcement: Learning Theory Online Course,https://www.alignmentforum.org/posts/sPAA9X6basAXsWhau/announcement-learning-theory-online-course,26,2025-01-20T19:55:57.598Z,
The GDM AGI Safety+Alignment Team is Hiring for Applied Interpretability Research,https://www.alignmentforum.org/posts/aG9e5tHfHmBnDqrDy/the-gdm-agi-safety-alignment-team-is-hiring-for-applied,26,2025-02-24T02:17:12.991Z,y
AXRP Episode 43 - David Lindner on Myopic Optimization with Non-myopic Approval,https://www.alignmentforum.org/posts/jHxJ6y8fSx4mqweHp/axrp-episode-43-david-lindner-on-myopic-optimization-with,8,2025-06-15T01:20:02.873Z,
Schmidt Sciences Technical AI Safety RFP on Inference-Time Compute – Deadline: April 30,https://www.alignmentforum.org/posts/tTyQvHedrjFWjurGk/schmidt-sciences-technical-ai-safety-rfp-on-inference-time,10,2025-03-18T18:05:34.757Z,
What is the most impressive game LLMs can play well?Q,https://www.alignmentforum.org/posts/3c5tx5WjZ5Yvniq6Y/what-is-the-most-impressive-game-llms-can-play-well,9,2025-01-08T19:38:18.530Z,